Gene,P_all,P_sub,P_vis,P_status,P_location,P_interaction
VPS50,0.832053795063348,0.0721228597316982,0.206602567895465,0.797352196828553,0.365943263147984,0.0298760719590225
GNG11,0.266112886131013,0.194903838156564,0.711509303422919,0.200592928860118,0.0278673116565168,0.369445630323932
COL1A2,0.390790111128523,0.632541199858136,0.508591713599098,0.425039588504952,0.00275474568012924,0.983203465906725
CASD1,0.483202742882366,0.716431758629672,0.561008447309766,0.490793157928428,0.97016759681147,0.71664361175821
SDHAF3,0.870038991543443,0.694007713651083,0.595744656943426,0.85943738729116,0.754394607358094,0.511461750696332
LMTK2,0.914683377532161,0.848950253723648,0.898513575050275,0.82954493588283,0.0438952332650595,0.9932389132488
NPTX2,0.0591285658740743,0.206485646982716,0.178150742137207,0.0623738757820844,0.935305312408352,0.789308188836297
BUD31,0.780065472800958,0.551777775205574,0.948028990705243,0.779959965545519,0.932981793505272,0.689358410616739
CPSF4,0.36934735848975,0.989641812731041,0.1668796665326,0.367501078920835,0.754105922232002,0.404476999846853
ZSCAN21,0.512874046600592,0.730209337351722,0.543707249341442,0.477067186908786,0.268043609067066,0.762720131365712
COPS6,0.761534966674991,0.338026335128281,0.748226035023932,0.694174558747595,0.102416554114778,0.368725908214162
CNPY4,0.613949193584293,0.294222897044797,0.717555665134297,0.673892329333497,0.0387388750726795,0.321715841320864
LAMTOR4,0.771376009624214,0.76552350059556,0.962045573277355,0.862737919013152,0.0061145948250328,0.803057758783821
AGFG2,0.999929504768165,0.221431299111211,0.287907396467384,0.937426119703456,0.12330132427666,0.102990417531152
PCOLCE,0.954688494454233,0.853169632711608,0.857492271847772,0.950271377871032,0.0182709698028921,0.7964982781181
GNB2,0.397271774117128,0.901086464980785,0.343094052737935,0.382485763005507,0.493317415057824,0.49196147700229
POP7,0.946587015735095,0.954003963457375,0.777507480191191,0.905629991767208,0.000318834634244144,0.836524558889598
SLC12A9,0.737045341411547,0.843456463113265,0.613678492750309,0.791700328532375,0.127212950393405,0.613856314475675
MUC3A,0.322359731727781,0.786998432917715,0.205648299775007,0.270930165208514,0.0851825527876143,0.51367430664203
MUC12,0.330360087666742,0.482841312457204,0.349976719038361,0.239415088766166,0.0110044481133367,0.940496501472411
SERPINE1,0.955532215352389,0.716561169351125,0.352029110468172,0.597347670473003,1.70581876433036e-10,0.345613195661946
AP1S1,0.118098421840562,0.228245099154139,0.376550728275849,0.12797512491206,0.0596498996026446,0.655650963685239
ZNHIT1,0.995324129221194,0.514607069853522,0.595799167532541,0.887031019305399,0.00498108839973149,0.392925950939135
CUX1,0.558391862459565,0.486115868408729,0.252049869919744,0.622080261086646,0.00251129424000934,0.186644965457277
SH2B2,0.849130582767192,0.812461380948975,0.62924178947775,0.766550129263116,0.0523907311450334,0.599422190597911
ORAI2,0.597696048425737,0.843576671485897,0.676227264246833,0.639629865735095,0.210820820080719,0.815356317104327
LRRC17,0.770599907821653,0.567976564013776,0.995714473874545,0.674810236532376,0.0287860402241909,0.657265592197642
NFE4,0.968609163141251,0.747773968767522,0.926184835581176,0.90930020848425,0.00305227506635835,0.787133765316277
ARMC10,0.491439162227198,0.621668140423134,0.728545362175263,0.541095892345616,0.0273061706148807,0.871412963068732
PSMC2,0.553832045326531,0.919019431263577,0.449296922913422,0.601151374740239,0.106805059720512,0.747548425801231
RINT1,0.76582792269609,0.653417241381118,0.981555685099525,0.807919407757941,0.273243929595737,0.832401417976063
PIK3CG,0.864938474826735,0.611428803405221,0.576524359468594,0.939568169193863,0.0496960437947546,0.448874929862891
PRKAR2B,0.901712761172806,0.492752686413398,0.748636313856184,0.859669087539969,0.291064313697687,0.489704837108123
HBP1,0.591044049847545,0.983791123694698,0.469569048173821,0.577630903055326,0.60891237000202,0.619551092070435
DUS4L,0.696705915091306,0.768532521143702,0.366866657239495,0.755042638746948,0.0840614522548139,0.44165357798244
SLC26A4,0.307947293787296,0.702814725945106,0.06755447578616,0.245191215409048,0.0441354460366209,0.105852226422391
CBLL1,0.316805118758811,0.728732082745543,0.13376504156503,0.296608567071927,0.353041543119446,0.161712997650028
DLD,0.635369194402234,0.511308506959701,0.971348714235651,0.678421260017611,0.214454090911647,0.710162455331065
DNAJB9,0.721753799469284,0.625512742138556,0.99453023697929,0.785876824351947,0.0586826045257804,0.786888651659804
MDFIC,0.539208184690485,0.726289290269324,0.689864193864953,0.588466592984074,4.39260048954462e-06,0.991792607186734
TES,0.221253916465803,0.429794798494305,0.142490798702915,0.101791903315312,0.000239353506001538,0.658228698805032
CAV2,0.135106235603315,0.195250241959761,0.38731275131575,0.128606852460753,0.452056705112001,0.815800807926443
CAV1,0.848353469302785,0.654585835677762,0.968770376051996,0.704153993910261,0.00200563831368233,0.73037108715993
MET,0.638078570190494,0.294621263792315,0.700480093264511,0.610531899648665,0.407510529858157,0.287162191391421
CAPZA2,0.840758152772531,0.478070247012023,0.469183538335681,0.834800945448737,0.834544985061789,0.320602858865238
KCND2,0.859929366425709,0.869484055402646,0.727249729044309,0.986033457457244,2.52300991760928e-05,0.756391858871342
ING3,0.0651208292565553,0.0693794613905699,0.503515394795355,0.0722618219396425,0.176566537547932,0.336280503844669
CPED1,0.743078385858441,0.476174514447992,0.282787000006102,0.664133045796723,0.0618495056980064,0.201933488431624
LEP,0.28691393602859,0.129565029607958,0.985782850202562,0.282829938463075,0.655708559486881,0.246519134841517
CALU,0.823973518611966,0.990014583220189,0.945300931671733,0.969936609128756,1.87851503646374e-05,0.956912634517498
CCDC136,0.176548672597751,0.492517015153509,0.270836909852405,0.194042134021096,0.205222048740813,0.782964376968463
ATP6V1F,0.590210427930018,0.607564765028663,0.969435552687602,0.64759476714871,7.1867739524358e-08,0.665640775211527
ATP6V1FNB,0.518467292892655,0.903034189782007,0.310737277698395,0.482919604367796,0.27269818309974,0.410141450522288
LOC407835,0.185779200389088,0.547989512699441,0.199702693607909,0.169336792561808,0.293061814484104,0.636648850335326
TSPAN33,0.237703334422276,0.329413669936332,0.54847464439813,0.259712134104491,0.2267467478452,0.77270958128065
MEST,0.861330039658207,0.24919419994295,0.24558228088434,0.878481071186525,0.695762556641174,0.0988958410751295
COPG2IT1,0.650986929113404,0.407446554792484,0.866526223365108,0.651839457521664,0.914144979995348,0.472756686264046
BPGM,0.321864884206847,0.393490469901741,0.581266827203921,0.306244098150829,0.430945286330688,0.752745184827183
CALD1,0.474282459641382,0.323043006073571,0.869747303288193,0.437459338007293,0.243419292112206,0.324772898488958
NUP205,0.503545136769777,0.728828891475793,0.544773610730468,0.481662217327772,0.433658490681942,0.821107618473524
TBXAS1,0.210466609786043,0.0660455155941812,0.306835105404752,0.0463462332019093,6.5158814651596e-07,0.623322373146315
TAS2R5,0.739778288607229,0.181510879389295,0.647347714184431,0.630550172959427,0.0151611225122626,0.220090067865717
MGAM2,0.972943446198829,0.877991435320758,0.886333501254495,0.833354116365374,0.00137970073231626,0.989426427256179
EPHB6,0.158783337646034,0.43734207139118,0.224559150398391,0.144513671774979,0.297525091065672,0.703241673559474
GSTK1,0.161503612130458,0.297184281250071,0.405267189626539,0.173260226151749,0.657674462200007,0.698068921554989
ZYX,0.489217946959783,0.346624317624073,0.827126262993207,0.5408167604766,0.0067247018028224,0.360659643890651
TAS2R60,0.269198626577866,0.587677721169938,0.3496556306659,0.273257098594801,0.892724058403656,0.698057702002561
OR2A5,0.606667444080393,0.883047425281644,0.528900105253495,0.548251096543513,0.128413971124086,0.700918574394856
ARHGEF5,0.298687566683642,0.570661247474541,0.237598217293211,0.211806785256532,0.0105458128304044,0.730381615332185
CUL1,0.720862340766837,0.775023349772147,0.887627821305831,0.783824542491713,0.0644188225990464,0.967078621655222
RNY5,0.879640201099014,0.715114948889273,0.844952496918328,0.982534605973178,0.00657283291698182,0.719065450403221
RNY4,0.526887753916526,0.611066989344111,0.7740524115158,0.582545200041425,0.0141191290898982,0.909557328949232
LINC00996,0.221200608188952,0.675245171031181,0.0229292464265482,0.0461899680103551,3.24681468738245e-07,0.170117162619617
GIMAP8,0.330664151913226,0.405809584546718,0.688425446373469,0.35669638926259,0.00439236383650068,0.641452127188719
GIMAP7,0.059399700518172,0.114528150700806,0.33504980689343,0.0650690403706471,0.111038382944588,0.546307237650913
GIMAP4,0.336730922146049,0.99480709630173,0.175923185097296,0.313859328469828,2.43158662873761e-06,0.343054695932702
TMEM176A,0.324494132748335,0.785758916440705,0.0744741205908866,0.209859017739388,0.00256515213271563,0.462068261650343
NOS3,0.107596533067704,0.0717065283205899,0.688666400025988,0.10822605946659,0.709363285411405,0.250659398048131
AGAP3,0.589634996955736,0.869557865211289,0.67785454329299,0.649760466617398,0.0265950664561134,0.773985251881073
PRKAG2-AS1,0.725331811454752,0.912561028925748,0.791528276165936,0.778707198500199,0.134296718409911,0.899492310468137
ACTR3B,0.945133352011844,0.934990371239459,0.993853597250896,0.952392466218439,0.870965967315555,0.960080546702867
PDGFA,0.996352454787433,0.0498272337685406,0.26355519010013,0.822716275690881,8.95930096662726e-05,0.0380218266648033
ZFAND2A,0.967422442760785,0.834406047720599,0.719681242167672,0.877625021833617,0.000236500430880432,0.684295456340646
INTS1,0.863420136542473,0.970106896986832,0.828051271704384,0.875210077637143,0.801204289539382,0.848043807280728
MRM2,0.969840418641123,0.893471479493954,0.907816593967018,0.993667185384246,0.364929685689743,0.858744816029484
BRAT1,0.918029989467503,0.851628240894734,0.983409218371571,0.887782189407549,0.439233930616057,0.90867964606647
GNA12,0.387731897691121,0.558099087055919,0.554415061092478,0.424049199612299,0.0872424922249771,0.804897139747777
EIF2AK1,0.819734565069722,0.796496574340613,0.889379896691506,0.918617113625605,0.00516299674939207,0.769759043932152
CYTH3,0.833060782207518,0.83894095501249,0.857425839306467,0.781743932115552,0.200996526182166,0.955219857951854
ZNF12,0.498520876858176,0.64488951451718,0.558825060190125,0.448091106800509,0.148927522510206,0.866839009286605
LOC101927391,0.754515283696728,0.486961506858826,0.221223473742474,0.773794418574069,0.667845344356591,0.184334389435748
RPA3,0.992975779773227,0.999069937728309,0.964753951769893,0.970003139720294,0.357004012524529,0.972940545060735
ICA1,0.104645184583076,0.0900683759429401,0.60403620415953,0.100891793420783,0.501831094806904,0.295430057082225
NDUFA4,0.848825243902207,0.571361993948537,0.967996055400887,0.732869635027472,0.00967536678516345,0.677053207173439
THSD7A,0.818060081484163,0.179749395055959,0.196848570159569,0.674338888296769,0.00226746270322195,0.0615265811454925
ETV1,0.486121831232374,0.466332073545817,0.794481524585352,0.510883657001025,0.508028041791561,0.792911819020983
AGMO,0.323220788647767,0.706129954263333,0.163030288601194,0.226827436617095,0.00757177179284021,0.576389340288312
ANKMY2,0.783192711716603,0.264839592893397,0.476265977432732,0.862860200456927,0.0223069148194045,0.200133975857568
TWISTNB,0.981256789613728,0.750642639747501,0.965615169759861,0.897058599361248,0.0417362473147501,0.834750844482293
LOC101927811,0.627556787495912,0.840357011986215,0.507562343261578,0.641459558032934,0.796882434710806,0.514368030491196
RAPGEF5,0.34390607056326,0.216384574308703,0.861911454856545,0.268260541655302,0.0277764460097268,0.341472804779672
LOC541472,0.308972948881794,0.332326418331132,0.632426989437712,0.290704907008072,0.377234343142035,0.657012245028444
IGF2BP3,0.570061504074574,0.887192651238578,0.375876123257795,0.505623992386489,0.0954452509816731,0.430170639368673
GSDME,0.442230485343249,0.303562024047541,0.813984223711304,0.486991988009685,0.0107383193989178,0.311068647240076
OSBPL3,0.738199790734422,0.820545237378742,0.725619356619676,0.673218776329764,0.111643552901327,0.926164469946769
CYCS,0.430940879914381,0.188352860900925,0.946905638415441,0.471638907851136,0.0707612690155107,0.525861542818308
C7orf31,0.282759547340488,0.595330191182899,0.295998442641492,0.236516141810841,0.0914657318179442,0.60623793037535
HOXA2,0.516132040043576,0.99347612728458,0.446782111341928,0.536879156369657,0.62429473240488,0.567394849396868
HOXA5,0.351047816333047,0.870755949945648,0.310522623793875,0.382032855659208,0.169139728645594,0.545943367232575
HOXA7,0.751537298295071,0.895810307840559,0.450588657721733,0.606338630838717,0.00239884173590496,0.515009339273469
HIBADH,0.510281399484445,0.154947462040976,0.724567468842061,0.560495982768469,0.0399525483805936,0.238500733194806
CPVL,0.805593705281417,0.876255842628643,0.733875960687882,0.728469888971779,0.067917145324104,0.930266624362839
SCRN1,0.225077529033466,0.666493039388006,0.277379281116468,0.244503054551995,0.0325670463478054,0.533134890872265
FKBP14,0.517605487354068,0.4920862277091,0.154621624375532,0.542676381621687,0.514103719629043,0.132323640474046
NOD1,0.148423975873432,0.466207030224188,0.160149727645576,0.113175504428656,0.0604898424900625,0.548332297847471
PDE1C,0.113546652867109,0.0181688053669755,0.798559181003526,0.0872860645858524,7.3172102189988e-05,0.152321744224663
LSM5,0.972046088508749,0.616223769406365,0.851435848702811,0.91525892589008,0.162013993004729,0.66629898946803
DPY19L1P1,0.634023265992151,0.905281313514252,0.565344320452567,0.702439144461443,0.0146773584884958,0.610712352518479
KBTBD2,0.180398848103469,0.301544693570771,0.393917513799399,0.18203397384476,0.783795552132256,0.975360642817028
RP9P,0.767343683667161,0.362639561083446,0.791317526180564,0.80678031382147,0.310389914833095,0.476517253183776
NT5C3A,0.504588630820922,0.886010476664191,0.417806989831874,0.555555610852885,0.0282981179317584,0.469804668705647
DPY19L1,0.385990436379894,0.929803432495894,0.266012446045475,0.42372369910659,0.023708724398963,0.382380023845434
DPY19L2P1,0.340260314820511,0.166658651491187,0.805097147913738,0.357846738501642,0.64076029380318,0.197455212569114
KIAA0895,0.90676390861443,0.575122222884963,0.576902961962689,0.91069999510392,0.948137101845731,0.43369768674782
AOAH,0.730010866830036,0.88933353695016,0.460694825128479,0.825070194229703,0.0016878007773927,0.647438645718255
AOAH-IT1,0.678583618193361,0.836085617399247,0.812717865087674,0.748443803033086,0.0232093006718064,0.992718387014386
MIR1200,0.175684382555125,0.426463341399095,0.241437953314103,0.150605392920314,0.163268178275733,0.73904015323929
SFRP4,0.829512708450759,0.941738533142478,0.705312418047562,0.740619098305976,0.0391817688523283,0.834365784617332
VPS41,0.78190730305761,0.980414922435025,0.711924191919875,0.736524451950805,0.245259831856193,0.737398835815994
INHBA,0.278658426809024,0.666026571645011,0.336662201410678,0.304779664618008,0.0433784867967975,0.695315773869749
GLI3,0.931064854673091,0.917229129370561,0.93836063860637,0.894660307987401,0.358904223560036,0.965348696947565
POLR2J4,0.946554634114892,0.960821153080112,0.943610546344599,0.973568786784126,0.506968206211754,0.932231023338818
POLD2,0.0501317703300236,0.0451228849019867,0.571132562765063,0.0556414815240441,0.168127271990935,0.19216117428555
NUDCD3,0.845255245402636,0.856746904512473,0.765953440701291,0.862244315621075,0.701662084061237,0.732558409897745
H2AFV,0.813937617620226,0.609358229680806,0.710900191446545,0.834928420953499,0.628165760785779,0.517113246804898
MYO1G,0.745427292125137,0.857644832678553,0.679761634961552,0.664754714494695,0.0573697965127921,0.872412804303602
IGFBP3,0.870205330076799,0.843324684865574,0.916360795818874,0.908469364046979,0.339942461153129,0.817120769164961
PKD1L1,0.449282929698217,0.975941600542932,0.288289161034998,0.463072101647419,0.80288997239012,0.51781435406733
FIGNL1,0.95385618618056,0.82240675619627,0.48943545421996,0.873548951575393,0.0535103083262985,0.588616683873868
GRB10,0.0598284759630819,0.118280224862463,0.226324359479427,0.0445318181822781,0.0850353538441329,0.646510004202577
COBL,0.840511722733564,0.709915828907436,0.878126464466425,0.98407345070896,6.12993972172923e-07,0.787279054907923
SEC61G,0.820761521784379,0.756800181113284,0.647938488373291,0.837083513652521,0.718936375646803,0.585332831573082
FKBP9P1,0.940325978936862,0.535727709939264,0.564570702288814,0.951845630866413,0.0070503873873432,0.391927399698502
SEPTIN14,0.745128533172913,0.0784654301043668,0.0990372980138846,0.716091376656827,0.419331066679893,0.0144774242307058
LOC650226,0.035797710451948,0.224374895841144,0.0458075055037019,0.0366809925911834,0.710643058733158,0.857839213113295
GUSB,0.458269309216279,0.475478639476007,0.910837917926511,0.479458819769419,5.41737709495174e-06,0.521545453680774
SBDS,0.622004007889849,0.46229803279382,0.969364836579479,0.610290404183309,0.651659251944834,0.637811786951894
CT66,0.454574998073354,0.704057552862234,0.498455048644896,0.445474944124694,0.630959733353412,0.861215941443434
TRIM50,0.565836575274613,0.456834869112397,0.767549903892815,0.461836853256171,0.0164140332494934,0.744197085797799
BAZ1B,0.674347128174407,0.650628393821767,0.357576802299259,0.713812377522798,0.284602251928217,0.331272165257189
BCL7B,0.737676628407438,0.986933752758784,0.702399008524397,0.759758367327209,0.611947893481473,0.759213582451439
TBL2,0.54276687941907,0.370699329148189,0.79915899690957,0.603572313436039,0.00290026729858874,0.379552730422203
DNAJC30,0.803550487301233,0.964908075973246,0.722871522825304,0.82305746618843,0.658205817105804,0.785018072551564
METTL27,0.587478857935695,0.724776445931158,0.460817901072991,0.440532212508699,0.00208179265406202,0.84414653471513
RFC2,0.93775593975624,0.576779990250629,0.78668223889309,0.973441496189931,0.0255865036596985,0.608947939288163
NCF1C,0.829077470686109,0.83926068225284,0.557801310182891,0.594033768873692,9.19896234262838e-06,0.858407948231112
CCL24,0.221710229035088,0.247550553895693,0.294315791288831,0.111618655658681,0.000563565991498375,0.887268375646466
TMEM120A,0.623701219759697,0.609377911408793,0.894876282768992,0.686903592128526,0.0278456003648153,0.843277329092644
STYXL1,0.989007017915624,0.47498266977442,0.394224386318586,0.981957734668965,0.470126797817687,0.27054197706917
FGL2,0.984125323048636,0.779877659395135,0.443000125419293,0.789762549683836,8.20105037682548e-07,0.489355167405231
TMEM60,0.724305234881148,0.642677990687491,0.939320201241755,0.711577153180586,0.669611162631313,0.788490779505844
SEMA3C,0.750488785790238,0.54786227427303,0.969182399753293,0.763333618273954,0.802596623180593,0.705413682671366
CACNA2D1,0.385494591284581,0.992485742277562,0.249611270493911,0.396792462694227,0.870338671206714,0.430208363615864
SEMA3D,0.797247881321945,0.874154689713686,0.452002564011785,0.768827722979062,0.440703567489518,0.587820417976777
KIAA1324L,0.244802878437127,0.0866687016452611,0.970398130143156,0.189587354024877,0.0429646997046522,0.179066716119088
SLC25A40,0.562521761217926,0.981643247671401,0.42104025726409,0.510199338306555,0.153667137559931,0.517118339012809
PEX1,0.548912337791834,0.496067992661919,0.93124566001912,0.557448607697508,0.935453012210691,0.618424946483875
FAM133B,0.843393469369101,0.747971472241555,0.88088297763353,0.933335725514859,0.0143991963005952,0.746277029390899
SAMD9,0.672691148532013,0.44255043789117,0.867495659812364,0.543084313393469,0.00551594253024316,0.715677974626398
CALCR,0.718246040732143,0.579315503420444,0.893877592428691,0.608128483860709,0.0145276323473822,0.723652558632094
TFPI2,0.424415734047345,0.187073940708966,0.66270724597286,0.245832865411437,0.000153919835513887,0.61225375879734
BET1,0.803123721230561,0.96110063484708,0.810405384015631,0.85317688417538,0.18916994415715,0.822984647980639
SGCE,0.291466768699881,0.623220186188874,0.199906180102588,0.232603778943454,0.0490963790248312,0.736993060009648
PON3,0.564237838837435,0.572472029327117,0.830614819112709,0.553803145688409,0.652892525643977,0.721813793749858
PDK4,0.275672996494358,0.464198736824916,0.314891242840465,0.205204060504426,0.0225986358354696,0.784277281649905
MIR591,0.739807186134793,0.565955386810567,0.887764873642119,0.741080499816201,0.94950205709858,0.590784888954558
ASNS,0.114973029335607,0.389276773593634,0.203876206393985,0.119731807627782,0.955686815536605,0.731795209857387
BAIAP2L1,0.206445770854819,0.183464234482144,0.706649873911799,0.192434078483551,0.36086526782392,0.365105159361652
TMEM130,0.776338342615286,0.965143200645164,0.675773082070887,0.754914293697461,0.538901730537549,0.821110087146694
FAM200A,0.25281386401009,0.0754064658367383,0.858680554977718,0.211305581095712,0.100008153050504,0.300914026167222
CYP3A5,0.822818336257009,0.482035228265877,0.481684028465409,0.754828658063263,0.101476252458305,0.348786258946016
MIR106B,0.258936535400652,0.459382130537234,0.284644231285062,0.195072820465234,0.0288824611910656,0.906767967777448
TAF6,0.505715928684014,0.905571859646235,0.349689384678693,0.536601331321276,0.365675965616967,0.45581448649418
GAL3ST4,0.260227587488036,0.523683833004856,0.262419494333271,0.202203386236803,0.0412548448168045,0.757181602145781
CASTOR3,0.741257018851664,0.362046043998061,0.828954478893499,0.688297760427051,0.180243173498527,0.44700095350996
EPHB4,0.907651376910585,0.72531137554635,0.61323762057038,0.880242943646261,0.478714257888855,0.542445304316417
PLOD3,0.84851266649718,0.700782962070154,0.685160962404327,0.951456014296722,0.00486008657058436,0.576051617696925
CLDN15,0.507926223000533,0.766922729014148,0.17382313238636,0.320249669749296,0.000175850950919265,0.202989231554876
FIS1,0.643947620438487,0.235926464576614,0.879946125876764,0.478476667467706,0.000863328623345856,0.33419700017429
IFT22,0.66994057779651,0.366220846644216,0.631675682315359,0.757787592158883,0.000757727112160934,0.31564080234232
FBXL13,0.670514638518677,0.137206904140435,0.781715119941302,0.517093837124147,0.00163896173250643,0.256469680284413
NAPEPLD,0.0286153441686465,0.115586606729885,0.126610446633058,0.0255616448463215,0.305927110875027,0.98526979455201
DNAJC2,0.494056189369539,0.65708311099988,0.252881905492999,0.491732030662881,0.792254255343282,0.242509237657918
ORC5,0.69934202953512,0.511043087050033,0.893179432472772,0.616979413460236,0.0519888121090922,0.764815078998642
PUS7,0.223840055595758,0.25634827357132,0.683634708106954,0.238124046617407,0.00965270095236297,0.451137642686333
ATXN7L1,0.81033682062086,0.913859569344134,0.868108366050735,0.840376774916721,0.463381858273332,0.932722781852096
SYPL1,0.60381870308018,0.396431667309549,0.804881251441231,0.549465695957538,0.150171655338065,0.86310444704531
NAMPT,0.650900282772237,0.772801193051126,0.88385806653626,0.740968802374247,4.22712295101761e-05,0.843212960470255
LAMB1,0.567878128272317,0.48488869254047,0.983886468493551,0.634546828062909,0.00041154923425288,0.643121185595877
DOCK4,0.805447455473823,0.96479842764898,0.809299922113561,0.825247979661566,0.652220980226376,0.879314309705827
TMEM168,0.677023201475746,0.473293043256831,0.872743215912579,0.6427882888179,0.337013207667608,0.491735567555836
BMT2,0.851719476400695,0.288095195519363,0.365835162947397,0.869059353386136,0.693729677522368,0.179287632585693
GPR85,0.362122712124585,0.0743392568145325,0.88311519020953,0.335585311563546,0.297281004286533,0.20969770584877
SMIM30,0.649437722334633,0.768142722270874,0.666330155195882,0.615725120196428,0.335262188884899,0.989778014761278
CTTNBP2,0.96261307817147,0.757633633521306,0.628730093890381,0.8163099309651,0.00094310461994981,0.571294760147413
TSPAN12,0.763386181932852,0.279743306770057,0.361091326485458,0.899601909285351,2.7370139209057e-06,0.153000303507515
AASS,0.707077823734003,0.652339537365556,0.998278711675748,0.709288751809243,0.959702649718318,0.700359730722246
FEZF1,0.572800308998192,0.607867998263783,0.727112613913894,0.554014550622467,0.510755604558508,0.969761633082695
CADPS2,0.511589078376519,0.554803308893774,0.711486293068119,0.478732584453476,0.298051210405792,0.780212683164394
RNU6-8,0.754788374682668,0.564066249148064,0.778593473366003,0.816612627618479,0.0815821127602931,0.528772192342952
POT1,0.471211203116262,0.580267659508131,0.623994064115046,0.469822575191392,0.805157600924202,0.930196532067748
LRRC4,0.877292543500699,0.736255325177977,0.778833261459505,0.948617049435233,4.31332050984031e-06,0.656092801506524
OPN1SW,0.658709400638132,0.241696465301411,0.742450985387953,0.667722479125863,0.903708360717772,0.324834982116993
TNPO3,0.932567184966322,0.56788686154174,0.786153719547744,0.826840910456317,0.0140068867143837,0.540005355055517
CEP41,0.852153061613905,0.907705057317023,0.914882086704663,0.878262142968971,0.530612683870987,0.977555605143621
MKLN1-AS,0.221766085421871,0.0553842700255918,0.912007742290693,0.154256645838818,0.0152419553610396,0.094983842703448
PODXL,0.845193032748353,0.501404285439003,0.312223352276827,0.874991552586297,0.467685602777864,0.240787271044343
PLXNA4,0.932167536315648,0.913054033645718,0.353423498430509,0.740532088285257,5.49350365886408e-05,0.611391372428621
CHCHD3,0.366150042835543,0.543284341530042,0.563609742714431,0.401476173676969,0.0533499185662977,0.936395153152789
SLC35B4,0.906966660605992,0.634418008203757,0.684120675225458,0.975929839546145,0.00260694153590606,0.537812387274801
AKR1B1,0.187639252540282,0.510176097630603,0.27348160806072,0.194059290163697,0.994332660215333,0.638054752510737
CYREN,0.527393962314454,0.970049072978544,0.494816866780144,0.560984147268489,0.319290362282363,0.557978804687487
FAM180A,0.373546269197799,0.369437973827374,0.938862156095458,0.403997593829439,0.232934516339714,0.425465574911046
PTN,0.379405231849451,0.94311691449987,0.216925613973214,0.33192310286931,3.26200083468331e-08,0.411145330964517
CREB3L2,0.798453538313546,0.381491545487492,0.364020515882859,0.865938397054726,0.0638928008698679,0.208993583810214
KIAA1549,0.770947963597738,0.455700228415956,0.965859886878187,0.66146411758539,0.0148137082950835,0.600783860828264
PARP12,0.628384749205839,0.450153733450084,0.990131134592793,0.708018078720586,0.000650721889025964,0.68121110945649
MKRN1,0.528271500603651,0.996105403218821,0.479695089823723,0.560369091399725,0.352442319575008,0.58736729889517
MRPS33,0.749341176686755,0.605302242631546,0.936146957668031,0.751806117327848,0.977168013658646,0.6580327683717
KIAA1147,0.968371968578002,0.434994501314651,0.341391957184017,0.832102911438328,0.00178515514715606,0.218785899455846
CLEC5A,0.93383337323997,0.800665410732461,0.731329128109995,0.91088426609996,0.000134890357930703,0.671889872626401
KEL,0.589151614939133,0.617186704528143,0.808637252368913,0.593425531783474,0.972468360562619,0.837030165185431
ARHGEF35,0.547637263208709,0.866023335746777,0.354055666118245,0.53818152287923,0.664860199736175,0.424320707874691
TPK1,0.988098287575146,0.93386591623362,0.929406006594848,0.982952808608373,0.471558299207058,0.904073447700092
EZH2,0.43798805284763,0.860785725250703,0.482968366768888,0.481166896767469,0.0372562181175945,0.629771722694654
RNY1,0.277398998489927,0.320089728082357,0.598870601219154,0.281372593466735,0.891181203233435,0.739586391619381
PDIA4,0.193725562488788,0.249864946093205,0.524836050136436,0.209265346653877,0.0297819677722621,0.739373113100854
ZNF767P,0.987196171691248,0.982619949780482,0.908494910398305,0.94401216351977,0.0896114537590408,0.923545860956865
ACTR3C,0.65807720181904,0.948957646138478,0.648198829022916,0.712230852398149,0.0997567036006501,0.800342667788336
RARRES2,0.38333957373458,0.668433798924917,0.230455002551656,0.266314345934697,0.00387525861234633,0.706848634355226
GIMAP6,0.0257466392005739,0.0695382315665191,0.184700207511157,0.0279809569941639,0.999119918935484,0.874323246660294
TMEM176B,0.52682971979704,0.846598598668336,0.249254739863563,0.383072689013532,0.00206514599999314,0.608344929243861
CDK5,0.495023029299967,0.554227385511131,0.812571025560957,0.546471509393329,0.0153929491686937,0.767806020171372
FASTK,0.407836815397828,0.58713694611872,0.556835562212754,0.430272124767397,0.527708286520095,0.847505671497347
TMUB1,0.0588867903866814,0.611303864689754,0.0368121836981956,0.0499097094586482,0.00169795862847189,0.211969830077317
RHEB,0.567658978940051,0.415336992639928,0.910396743978614,0.633295280183525,8.24933464055923e-05,0.506489376442192
PRKAG2,0.315416590401011,0.546493562907789,0.0492759536054354,0.256184513408499,0.0554463623369101,0.0605300824618474
XRCC2,0.77180252679382,0.400678077658022,0.358539830448913,0.888162983717606,0.000209128695116973,0.215507197685468
PAXIP1,0.314532252222555,0.825365430780269,0.132606809114194,0.331887804660572,0.627178297059587,0.21951250429479
MNX1,0.794695669036709,0.665109890458187,0.618279510934939,0.872545574114453,0.0282447897941214,0.513387822106497
NCAPG2,0.195917553929468,0.0866248690063949,0.831331743489149,0.213694644299439,0.055116664228719,0.112160590859535
ESYT2,0.971968996249155,0.553703256541227,0.554453920090139,0.964485125623342,0.114611554459089,0.400908982557984
VIPR2,0.852544315652799,0.193305662062007,0.498034289528277,0.992513216004744,0.000107455171990265,0.228725407511511
SUN1,0.760990997473468,0.380644314912079,0.521516427804608,0.724350766129444,0.329693413430416,0.264913983778508
